,OFFER_PRICE,MATERIAL_COST,SERVICE_COST,COST_PRODUCT,ISIC,TECH_BP,TECH_C,TECH_E,TECH_EPS,TECH_F,TECH_FP,TECH_S,OFFER_STATUS
11311,2262.6,738.0,846.0,0.0,4510.0,0,0,0,0,0,0,1,1
11312,1602.4,861.0,195.64,0.0,2420.0,0,0,0,0,1,0,0,1
11313,11468.0,4117.0,4052.01,550.0,6920.0,0,0,0,0,0,0,1,1
11314,3368.9,2091.0,64.54,55.65,2652.0,0,0,0,0,0,0,1,1
11315,2366.0,1722.0,0.0,0.0,4329.0,0,0,0,0,0,0,1,0
11316,12034.15,4428.0,3282.62,368.69,5275.093193332244,0,0,0,0,1,0,0,1
11317,12224.7,2706.0,4126.32,1155.0,8610.0,0,0,0,0,1,0,0,1
11318,1432.0,984.0,0.0,0.0,2029.0,0,0,0,0,1,0,0,0
11319,6836.5,369.0,4398.41,0.0,4690.0,0,0,0,0,0,0,1,1
11321,3300.3,1722.0,405.67,0.0,6820.0,0,0,0,0,1,0,0,1
11322,13767.35,8118.0,2964.64,2514.64,1410.0,0,0,0,0,0,0,1,1
11325,2177.0,1353.0,126.96,0.0,1200.0,0,0,0,0,1,0,0,1
11326,1014.0,738.0,0.0,0.0,4321.0,0,0,0,0,1,0,0,0
11327,31093.2,5412.0,19660.0,274.38,6810.0,0,0,0,0,1,0,0,0
11328,3996.0,2460.0,10.0,10.0,4321.0,0,0,0,0,1,0,0,0
11329,24980.0,10332.0,15687.21,0.0,8411.0,0,0,0,0,1,0,0,1
11330,10417.1,8118.0,194.49,0.0,2652.0,0,0,0,0,1,0,0,1
11331,7693.3,0.0,5052.6,0.0,6209.0,1,0,0,0,0,0,0,0
11332,12295.0,6888.0,2884.41,2054.37,4922.0,0,0,0,0,0,0,1,0
11333,9648.0,2460.0,4495.14,0.0,5275.093193332244,0,0,0,0,0,0,1,0
11334,5509.65,1722.0,1363.18,0.0,4321.0,0,0,0,0,1,0,0,1
11335,7633.2,3690.0,863.79,14.39,7020.0,0,0,0,0,1,0,0,1
11336,5271.5,1230.0,2437.82,0.0,9102.0,0,0,0,0,0,0,1,1
11337,4705.0,2829.0,724.39,0.02,6190.0,0,0,0,0,1,0,0,1
11338,5550.55,0.0,3548.89,0.0,2790.0,1,0,0,0,0,0,0,0
11339,5369.5,4428.0,0.0,0.0,8610.0,0,0,0,0,1,0,0,1
11340,4938.0,3434.16,116.53,0.0,6419.0,0,0,0,0,1,0,0,1
11341,1292.4,510.0,229.59,0.0,3510.0,0,1,0,0,0,0,0,1
11342,10358.3,0.0,6114.6,0.0,4321.0,1,0,0,0,0,0,0,0
11343,5840.0,3936.0,0.0,0.0,8530.0,0,0,0,0,1,0,0,1
11344,7957.0,4305.0,272.22,92.78,9102.0,0,0,0,0,0,0,1,1
11345,7992.0,3321.0,1384.12,781.38,4321.0,0,0,0,0,1,0,0,1
11346,3318.0,1722.0,378.34,0.0,3290.0,0,0,0,0,1,0,0,1
11347,6765.7,1889.04,1927.95,0.0,8299.0,0,1,0,0,0,0,0,1
11348,1526.45,1119.0,77.77,0.0,6820.0,0,0,0,0,1,0,0,1
11349,3530.8,1632.0,397.25,0.0,4322.0,0,1,0,0,0,0,0,0
11350,2745.9,2091.0,0.0,0.0,4711.0,0,0,0,0,1,0,0,1
11351,10492.5,5200.0,995.42,0.0,2610.0,0,0,0,0,1,0,0,1
11352,32771.4,7380.0,15701.86,0.0,2652.0,0,0,0,0,0,0,1,0
11353,5400.0,1968.0,2466.59,0.0,4759.0,0,0,0,0,1,0,0,1
11355,3638.2,1599.0,328.49,0.0,8299.0,0,0,0,0,1,0,0,1
11356,8681.3,2214.0,4372.19,0.0,6419.0,0,0,0,0,0,0,1,1
11357,1800.0,0.0,1086.0,0.0,8299.0,0,0,0,0,1,0,0,1
11358,7151.0,3567.0,504.09,0.0,3510.0,0,0,0,0,1,0,0,1
11360,1541.0,408.0,650.0,0.0,9900.0,0,1,0,0,0,0,0,1
11366,15973.0,10084.0,830.06,0.0,6419.0,0,0,0,0,1,0,0,1
11367,4320.0,0.0,1353.6,0.0,4321.0,0,0,0,0,0,0,1,1
11368,4600.8,2337.0,1154.02,0.0,6820.0,0,0,0,0,0,0,1,1
11369,1000.0,615.0,0.0,0.0,4759.0,0,0,0,0,0,0,1,1
11370,3350.0,1476.0,1402.65,0.0,9900.0,0,0,0,0,1,0,0,1
11371,4466.9,2307.0,1335.51,1200.0,4322.0,0,0,0,0,1,0,0,1
11372,3338.0,1224.0,622.76,0.0,7020.0,0,1,0,0,0,0,0,1
11373,1998.0,1107.0,141.87,0.0,2790.0,0,0,0,0,0,0,1,1
11374,23505.0,5043.0,11622.57,737.38,9499.0,0,0,0,0,1,0,0,1
11375,19633.85,8588.0,3692.64,2372.75,8610.0,0,0,0,0,1,0,0,1
11376,4667.0,1722.0,1458.55,0.0,2750.0,0,0,0,0,0,0,1,1
11377,2545.0,1353.0,237.52,0.0,6419.0,0,0,0,0,0,0,1,1
11378,1449.4,188.0,114.63,0.0,4322.0,0,1,0,0,0,0,0,0
11379,5425.2,1845.0,2801.73,0.0,5275.093193332244,0,0,0,0,1,0,0,1
11380,2585.0,1230.0,242.0,240.0,8730.0,0,0,0,0,1,0,0,1
11381,24330.85,6487.2,9955.59,0.0,6820.0,0,1,0,0,0,0,0,1
11382,9282.7,1530.0,3173.69,0.0,7490.0,0,1,0,0,0,0,0,1
11383,5340.0,1353.0,1422.44,1.0,7110.0,0,0,0,0,1,0,0,1
11385,10540.5,2952.0,2955.46,781.38,4321.0,0,0,0,0,1,0,0,1
11386,8465.35,816.0,4691.44,0.0,4390.0,0,1,0,0,0,0,0,0
11387,16883.0,6682.0,2547.24,2500.0,6419.0,0,0,0,0,1,0,0,1
11388,4054.0,1968.0,318.87,0.0,5275.093193332244,0,0,0,0,1,0,0,1
11389,2108.0,1000.0,457.98,0.0,2420.0,0,0,0,0,1,0,0,1
11390,9024.0,4428.0,0.0,0.0,9700.0,0,0,0,0,0,0,1,1
11391,16929.0,6750.0,6520.15,0.0,4322.0,0,0,0,0,1,0,0,1
11392,3966.45,612.0,1466.21,0.0,4322.0,0,1,0,0,0,0,0,1
11393,1500.0,123.0,899.0,0.0,2100.0,0,0,0,0,1,0,0,1
11394,3263.0,738.0,1002.78,0.0,4321.0,0,0,0,0,1,0,0,1
11395,1373.0,510.0,203.83,0.0,7110.0,0,1,0,0,0,0,0,0
11396,7552.5,4674.0,1247.71,15.55,4321.0,0,0,0,0,1,0,0,1
11397,2451.0,1353.0,316.39,0.0,8422.0,0,0,0,0,1,0,0,1
11398,15950.55,8118.0,3003.34,727.23,2652.0,0,0,0,0,0,0,1,1
11399,5036.0,492.0,1868.0,0.0,6419.0,0,0,0,0,0,0,1,1
11400,19287.2,9460.0,975.81,0.0,4321.0,0,0,0,0,1,0,0,1
11401,1769.45,984.0,199.96,92.78,2652.0,0,0,0,0,0,0,1,1
11402,1720.0,1107.0,0.0,0.0,6419.0,0,0,0,0,0,0,1,1
11403,23872.5,9840.0,16349.78,4330.09,4321.0,0,0,0,0,1,0,0,1
11404,6320.0,1968.0,2369.47,0.0,5275.093193332244,0,0,0,0,0,0,1,1
11405,9025.75,3198.0,2694.35,0.0,5275.093193332244,0,0,0,0,1,0,0,1
11406,1215.0,738.0,13.67,0.0,8411.0,0,0,0,0,0,0,1,1
11407,5198.0,2601.0,502.97,0.0,2652.0,0,1,0,0,0,0,0,0
11408,8283.0,3321.0,2697.56,0.0,6420.0,0,0,0,0,0,0,1,1
11410,1296.0,738.0,108.52,12.39,8411.0,0,0,0,0,1,0,0,1
11412,5980.0,2984.0,435.08,0.0,8610.0,0,0,0,0,1,0,0,1
11413,52553.95,14076.0,18141.36,0.0,4322.0,0,1,0,0,0,0,0,1
11414,2716.25,1230.0,291.83,1.0,4321.0,0,0,0,0,1,0,0,1
11415,5996.0,3321.0,105.3,14.0,9499.0,0,0,0,0,1,0,0,1
11416,15500.0,7626.0,3957.3,0.0,4530.0,0,0,0,0,0,0,1,0
11417,23500.0,3198.0,13026.9,0.0,9311.0,0,0,0,0,0,0,1,1
11419,1470.0,0.0,1305.0,0.0,9900.0,0,0,0,0,0,0,1,0
11420,2660.0,1722.0,0.0,0.0,2100.0,0,0,0,0,1,0,0,1
11422,6978.5,4182.0,759.64,0.0,2011.0,0,0,0,0,1,0,0,1
11423,26218.8,12300.0,4635.36,3255.52,6419.0,0,0,0,0,0,0,1,1
11424,1881.35,492.0,726.5,0.0,8411.0,0,0,0,0,0,0,1,1
11426,9683.4,4305.0,2177.51,0.0,8610.0,0,0,0,0,1,0,0,1
11427,2121.0,1353.0,45.02,0.0,6419.0,0,0,0,0,0,0,1,1
11428,12047.0,4059.0,6681.87,0.0,2733.0,0,0,0,0,1,0,0,0
11429,9128.0,2829.0,2943.93,0.0,6420.0,0,0,0,0,0,0,1,1
11430,28420.0,9045.0,10369.73,0.0,3510.0,0,0,0,0,1,0,0,1
11431,1783.0,714.0,450.0,0.0,8710.0,0,1,0,0,0,0,0,1
11432,7255.2,1599.0,2229.63,0.0,6820.0,0,0,0,0,1,0,0,0
11433,2800.0,738.0,2037.6,0.0,7490.0,0,0,0,0,1,0,0,1
11434,1939.9,1107.0,56.39,46.39,5275.093193332244,0,0,0,0,0,0,1,1
11435,12370.0,4675.0,3984.61,490.0,4321.0,0,0,0,0,1,0,0,0
11436,5162.15,1326.0,1991.56,0.0,4322.0,0,1,0,0,0,0,0,0
11437,7200.0,3690.0,1517.64,1264.45,6190.0,0,0,0,0,0,0,1,0
11438,11300.0,4182.0,2101.25,0.0,6419.0,0,0,0,0,1,0,0,1
11439,5866.7,2706.0,813.59,492.15,6419.0,0,0,0,0,0,0,1,1
11440,17636.25,4998.0,5539.0,0.0,4322.0,0,1,0,0,0,0,0,1
11441,8697.8,3452.0,1512.99,500.0,6820.0,0,0,0,0,1,0,0,1
11442,12150.0,4797.0,2986.18,2483.56,6419.0,0,0,0,0,0,0,1,0
11443,3578.0,1476.0,275.79,0.0,5510.0,0,0,0,0,0,0,1,1
11444,3040.0,615.0,1383.47,0.0,8411.0,0,0,0,0,1,0,0,1
11445,3706.95,2022.0,321.62,344.12,610.0,0,0,0,0,0,0,1,1
11447,12690.0,4284.0,2627.6,0.0,8411.0,0,1,0,0,0,0,0,1
11449,35077.4,11439.0,20543.87,15507.18,7740.0,0,0,0,0,1,0,0,1
11452,6105.0,2091.0,1558.38,0.0,6419.0,0,0,0,0,0,0,1,1
11453,4555.75,2460.0,109.52,1.0,5275.093193332244,0,0,0,0,1,0,0,1
11454,33741.85,11686.0,17638.58,16025.32,8549.0,0,0,0,0,1,0,0,1
11455,8685.0,2337.0,4139.19,1854.01,5275.093193332244,0,0,0,0,1,0,0,1
11457,5273.0,1230.0,2043.93,0.0,8610.0,0,0,0,0,0,0,1,1
11458,6023.7,1845.0,2620.95,0.0,6419.0,0,0,0,0,0,0,1,0
11460,1423.0,861.0,63.48,0.0,2819.0,0,0,0,0,1,0,0,0
11461,5657.0,1845.0,1639.0,0.0,8411.0,0,0,0,0,0,0,1,1
11462,1507.0,861.0,109.58,12.39,8530.0,0,0,0,0,1,0,0,1
11463,30000.0,9914.4,7040.0,0.0,8710.0,0,1,0,0,0,0,0,1
11464,1635.5,861.0,262.5,0.0,4711.0,0,0,0,0,0,0,1,1
11465,1450.0,861.0,298.0,0.0,9900.0,0,0,0,0,0,0,1,0
11466,3636.8,612.0,1323.18,0.0,5275.093193332244,0,1,0,0,0,0,0,0
11467,2451.0,984.0,473.12,351.74,4911.0,0,0,0,0,1,0,0,1
11468,6866.1,2583.0,1714.12,1375.5,6419.0,0,0,0,0,0,0,1,0
11469,42695.0,8856.0,18807.83,0.0,6920.0,0,0,0,0,0,0,1,0
11470,4200.0,1224.0,1600.0,0.0,2432.0,0,1,0,0,0,0,0,0
11471,2835.0,1230.0,383.88,0.0,5510.0,0,0,0,0,1,0,0,1
11472,26335.0,10182.0,6398.46,155.16,6209.0,0,0,0,0,1,0,0,1
11473,7836.7,1968.0,2517.76,0.0,4321.0,0,0,0,0,1,0,0,1
11474,6030.0,1599.0,2902.33,166.38,5275.093193332244,0,0,0,0,1,0,0,1
11475,18619.0,5100.0,4489.0,0.0,4322.0,0,1,0,0,0,0,0,0
11476,15993.6,4182.0,6861.38,0.0,6612.0,0,0,0,0,1,0,0,1
11477,2279.0,1230.0,165.33,0.0,6419.0,0,0,0,0,0,0,1,1
11478,3145.0,1836.0,0.0,0.0,2652.0,0,1,0,0,0,0,0,1
11479,4440.0,1230.0,2480.97,0.0,4322.0,0,0,0,0,1,0,0,1
11480,1520.0,918.0,0.0,0.0,8110.0,0,1,0,0,0,0,0,0
11481,8166.0,2448.0,2165.89,0.0,5275.093193332244,0,1,0,0,0,0,0,0
11482,7070.0,3198.0,451.39,13.07,7110.0,0,0,0,0,1,0,0,1
11484,4669.8,2131.0,519.21,0.0,2652.0,0,0,0,0,1,0,0,1
11485,8797.5,4059.0,1510.5,1145.36,4321.0,0,0,0,0,0,0,1,0
11486,5042.0,1632.0,906.37,0.0,5275.093193332244,1,0,0,0,0,0,0,0
11487,2898.0,1968.0,107.97,0.0,5275.093193332244,0,0,0,0,1,0,0,0
11488,5528.05,0.0,2904.78,0.0,6810.0,0,0,0,0,1,0,0,1
11489,2576.0,1632.0,0.0,0.0,4322.0,0,1,0,0,0,0,0,1
11490,8947.5,3567.0,1891.5,0.0,4321.0,0,0,0,0,1,0,0,1
11491,10141.0,2460.0,4590.96,0.0,6419.0,0,0,0,0,0,0,1,1
11492,1631.5,861.0,52.4,52.4,8423.0,0,0,0,0,0,0,1,1
11493,26300.0,18360.0,0.0,0.0,4711.0,0,0,0,0,1,0,0,1
11494,19000.0,11970.0,0.0,11970.0,5275.093193332244,0,0,0,0,0,0,1,0
11495,2773.0,1476.0,263.13,59.01,7730.0,0,0,0,0,0,0,1,1
11496,5350.0,984.0,1983.96,0.0,6420.0,0,0,0,0,0,0,1,1
11497,2265.7,615.0,989.43,0.0,3211.0,0,0,0,0,0,0,1,1
11498,13310.0,5904.0,3221.83,2771.83,2733.0,0,0,0,0,0,0,1,1
11499,4550.0,738.0,2080.0,0.0,6612.0,0,0,0,0,0,0,1,1
11500,5969.5,1722.0,2539.95,0.0,5275.093193332244,0,0,0,0,0,0,1,1
11501,5180.0,3690.0,0.0,0.0,8610.0,0,0,0,0,1,0,0,0
11502,8871.1,3936.0,1918.28,1468.28,8411.0,0,0,0,0,0,0,1,1
11503,16845.0,7380.0,4484.35,3480.12,4321.0,0,0,0,0,0,0,1,0
11504,1738.5,1230.0,0.0,0.0,8411.0,0,0,0,0,1,0,0,1
11505,6347.0,2952.0,642.86,0.0,6311.0,0,0,0,0,1,0,0,1
11506,1748.0,1107.0,69.09,0.0,2100.0,0,0,0,0,1,0,0,1
11507,9826.0,615.0,13330.09,0.0,2599.0,0,0,0,0,1,0,0,1
11508,4069.0,1353.0,910.88,1.0,4321.0,0,0,0,0,1,0,0,1
11511,4242.6,1632.0,1363.99,0.0,4322.0,0,1,0,0,0,0,0,1
11512,11883.5,5690.0,2048.65,368.69,6520.0,0,0,0,0,1,0,0,1
11513,6885.9,3198.0,1661.98,0.0,1050.0,0,0,0,0,1,0,0,1
11514,8150.0,3321.0,1311.74,0.0,4321.0,0,0,0,0,1,0,0,1
11515,10336.0,2460.0,4445.87,0.0,2100.0,0,0,0,0,1,0,0,1
11516,2078.0,918.0,394.56,0.0,5275.093193332244,0,1,0,0,0,0,0,1
11517,2723.2,1107.0,1159.05,0.0,7210.0,0,0,0,0,1,0,0,1
11518,4550.0,246.0,767.9,0.0,7110.0,0,0,0,0,0,0,1,0
11520,3183.25,1230.0,615.76,0.0,5275.093193332244,0,0,0,0,1,0,0,1
11521,5943.0,4182.0,108.52,12.39,1200.0,0,0,0,0,1,0,0,1
11522,1322.0,615.0,188.43,0.0,8412.0,0,0,0,0,1,0,0,1
11523,4692.0,3468.0,0.0,0.0,4322.0,0,1,0,0,0,0,0,1
11524,3843.0,1230.0,944.2,12.39,8710.0,0,0,0,0,1,0,0,1
11525,16512.9,4797.0,6717.37,0.0,2790.0,0,0,0,0,1,0,0,0
11526,1709.6,918.0,17.44,0.0,6810.0,0,1,0,0,0,0,0,1
11527,9000.0,4797.0,490.0,0.0,4321.0,0,0,0,0,1,0,0,1
11528,3550.5,1707.0,390.0,990.0,2610.0,0,0,0,0,1,0,0,1
11529,1929.0,816.0,213.27,0.0,6820.0,0,1,0,0,0,0,0,1
11530,31356.65,15744.0,26668.08,5591.38,4321.0,0,0,0,0,1,0,0,0
11531,45724.0,15252.0,27641.86,0.0,4390.0,0,0,0,0,0,0,1,0
11532,1796.0,738.0,261.0,0.0,5275.093193332244,0,0,0,0,1,0,0,1
11533,45340.1,11193.0,18241.56,0.0,4321.0,0,0,0,0,1,0,0,1
11534,40090.0,10200.0,18200.0,0.0,4322.0,0,1,0,0,0,0,0,1
11535,3834.0,0.0,3834.0,0.0,6419.0,0,0,0,0,1,0,0,0
11536,1529.0,816.0,90.01,0.0,4322.0,0,1,0,0,0,0,0,1
11537,5771.0,1353.0,2349.86,2349.86,4321.0,0,0,0,0,1,0,0,1
11538,10055.0,3321.0,2986.62,0.0,6311.0,0,0,0,0,0,0,1,1
11539,2289.5,1107.0,217.92,0.0,8411.0,0,0,0,0,0,0,1,0
11540,2419.0,1476.0,10.74,0.0,2816.0,0,0,0,0,0,0,1,1
11541,31080.75,8160.0,12687.92,0.0,7110.0,0,1,0,0,0,0,0,0
11542,2694.0,1224.0,161.64,0.0,5275.093193332244,0,1,0,0,0,0,0,1
11543,1790.0,1230.0,0.0,0.0,8422.0,0,0,0,0,1,0,0,1
11545,4238.1,1132.2,888.54,0.0,7110.0,0,1,0,0,0,0,0,1
11546,6942.1,3075.0,2332.35,0.0,6419.0,0,0,0,0,0,0,1,1
11547,5085.95,1326.0,2005.57,0.0,4322.0,0,1,0,0,0,0,0,1
11548,6942.1,3075.0,2332.35,0.0,6419.0,0,0,0,0,0,0,1,1
11550,1176.9,255.0,417.62,0.0,8610.0,0,1,0,0,0,0,0,0
11551,2875.0,369.0,1375.0,0.0,5275.093193332244,0,0,0,0,0,0,1,0
11552,8349.0,2952.0,1781.08,372.75,7110.0,0,0,0,0,1,0,0,0
11553,10058.0,4551.0,1521.12,0.0,8299.0,0,0,0,0,0,0,1,0
11554,2785.5,3650.0,55.6,2420.0,8530.0,0,0,0,0,1,0,0,1
11555,7000.0,3198.0,1749.74,1343.13,6419.0,0,0,0,0,0,0,1,1
11556,1074.0,738.0,0.0,0.0,6311.0,0,0,0,0,0,0,1,1
11558,10397.0,2400.0,4588.5,2400.0,2023.0,0,0,0,0,0,0,1,1
11559,18500.0,9102.0,3698.39,2473.22,8610.0,0,0,0,0,0,0,1,1
11560,2124.0,984.0,219.16,0.0,2733.0,0,0,0,0,1,0,0,1
11561,19139.4,4797.0,8568.07,0.0,6209.0,0,0,0,0,1,0,0,1
11562,14760.0,7321.0,1219.66,4000.0,8530.0,0,0,0,0,1,0,0,1
11563,11652.0,1353.0,5213.35,0.0,2100.0,0,0,0,0,1,0,0,1
11564,6920.1,1353.0,3730.7,173.03,4321.0,0,0,0,0,1,0,0,0
11565,10753.2,615.0,2346.39,0.0,8610.0,0,0,0,0,1,0,0,1
11566,1180.0,615.0,200.0,0.0,6512.0,0,0,0,0,0,0,1,1
11567,8283.8,1377.0,4294.16,0.0,4322.0,0,1,0,0,0,0,0,0
11568,8990.0,2091.0,4907.83,0.0,4659.0,0,0,0,0,1,0,0,0
11569,19717.4,7150.0,7587.75,3687.82,4669.0,0,0,0,0,1,0,0,1
11570,4270.0,1599.0,815.18,0.0,6810.0,0,0,0,0,1,0,0,1
11571,5530.0,2805.0,450.0,0.0,5275.093193332244,0,1,0,0,0,0,0,1
11572,8352.0,3484.0,1564.54,0.0,4652.0,0,0,0,0,1,0,0,1
11573,4450.0,2952.0,387.75,0.0,4390.0,0,0,0,0,0,0,1,0
11574,2451.0,1722.0,458.23,0.0,8411.0,0,0,0,0,1,0,0,1
11575,18500.0,2856.0,8785.226,0.0,5275.093193332244,0,1,0,0,0,0,0,1
11576,2859.0,1476.0,369.88,0.0,5310.0,0,0,0,0,1,0,0,1
11577,10897.5,3813.0,4229.9,0.0,6419.0,0,0,0,0,0,0,1,1
11578,17383.0,6936.0,677.85,0.0,6419.0,0,1,0,0,0,0,0,1
11579,13103.8,2952.0,6416.43,163.48,8129.0,0,0,0,0,1,0,0,0
11580,1970.0,1353.0,0.0,0.0,4321.0,0,0,0,0,0,0,1,0
11581,3889.0,1107.0,1335.0,0.0,9499.0,0,0,0,0,0,0,1,1
11582,4544.0,2958.0,142.2,0.0,5223.0,0,1,0,0,0,0,0,0
11583,2954.0,1476.0,135.0,0.0,8299.0,0,0,0,0,1,0,0,1
11584,30096.85,0.0,16190.15,0.0,4321.0,1,0,0,0,0,0,0,0
11585,1586.5,510.0,329.69,0.0,4322.0,0,1,0,0,0,0,0,0
11586,1586.5,520.2,329.69,0.0,4322.0,0,1,0,0,0,0,0,0
11587,2679.0,1107.0,273.86,0.0,4321.0,0,0,0,0,1,0,0,1
11588,3714.0,2829.0,0.0,0.0,2652.0,0,0,0,0,1,0,0,1
11589,1622.0,738.0,257.81,0.0,4100.0,0,0,0,0,1,0,0,1
11590,16900.5,8775.0,4536.5,0.0,4321.0,0,0,0,0,1,0,0,1
11591,24365.25,9588.0,7127.14,0.0,8411.0,0,1,0,0,0,0,0,1
11592,4094.0,2084.0,277.76,1100.0,8411.0,0,0,0,0,1,0,0,1
11593,1972.0,1107.0,59.01,59.01,6492.0,0,0,0,0,0,0,1,1
11594,3299.0,1476.0,239.08,118.02,4321.0,0,0,0,0,0,0,1,1
11595,2086.0,861.0,638.67,0.0,5510.0,0,0,0,0,0,0,1,1
11596,5100.4,1632.0,1571.16,0.0,4322.0,0,1,0,0,0,0,0,1
11597,25951.25,7650.0,6078.74,0.0,8610.0,0,1,0,0,0,0,0,0
11599,1100.0,738.0,62.12,0.0,6820.0,0,0,0,0,1,0,0,1
11600,3023.0,1122.0,714.19,0.0,8411.0,0,1,0,0,0,0,0,1
11601,9740.0,1845.0,6457.98,0.0,5275.093193332244,0,0,0,0,1,0,0,0
11603,20600.0,10701.0,3746.53,2702.29,8610.0,0,0,0,0,0,0,1,1
11605,8213.7,2829.0,2828.52,0.0,8411.0,0,0,0,0,1,0,0,1
11606,2603.0,1353.0,28.08,0.0,6810.0,0,0,0,0,1,0,0,1
11607,2955.4,1107.0,954.1,0.0,6419.0,0,0,0,0,0,0,1,1
11608,4582.5,1968.0,463.75,0.0,5275.093193332244,0,0,0,0,1,0,0,1
11610,10928.7,6888.0,1691.72,1150.07,5275.093193332244,0,0,0,0,0,0,1,1
11611,5892.0,1968.0,1225.71,372.75,3700.0,0,0,0,0,1,0,0,1
11612,11436.2,4059.0,2187.58,229.48,4321.0,0,0,0,0,1,0,0,1
11613,5344.1,2460.0,957.79,12.39,5275.093193332244,0,0,0,0,1,0,0,1
11615,12530.0,8610.0,0.0,0.0,4390.0,0,0,0,0,1,0,0,0
11616,2188.0,1476.0,0.0,0.0,2790.0,0,0,0,0,1,0,0,1
11617,27381.6,11070.0,4730.43,2830.21,6419.0,0,0,0,0,0,0,1,1
11618,2630.0,1230.0,401.89,54.89,6419.0,0,0,0,0,0,0,1,1
11619,19879.4,4080.0,8213.95,0.0,3240.0,0,1,0,0,0,0,0,1
11620,2630.0,1230.0,401.89,54.89,6419.0,0,0,0,0,0,0,1,1
11621,2630.0,1230.0,401.89,54.89,6419.0,0,0,0,0,0,0,1,1
11623,3208.0,1476.0,410.62,0.0,5275.093193332244,0,0,0,0,1,0,0,1
11624,1370.8,1020.0,0.0,0.0,2652.0,0,1,0,0,0,0,0,1
11625,5124.0,1968.0,829.69,0.0,5275.093193332244,0,0,0,0,1,0,0,1
11626,1632.0,861.0,40.0,0.0,6810.0,0,0,0,0,1,0,0,1
11627,15587.1,3690.0,5065.51,379.83,5820.0,0,0,0,0,1,0,0,1
11629,4809.25,3198.0,1843.38,0.0,7020.0,0,0,0,0,1,0,0,1
11630,6596.2,4305.0,0.0,0.0,2652.0,0,0,0,0,0,0,1,0
11631,6642.0,2706.0,2625.58,0.0,3290.0,0,0,0,0,1,0,0,1
11632,4630.0,1632.0,645.6,0.0,5275.093193332244,0,1,0,0,0,0,0,0
11633,3312.9,738.0,1587.71,0.0,6820.0,0,0,0,0,1,0,0,1
11634,5800.0,3815.0,0.0,1520.0,5275.093193332244,0,1,0,0,0,0,0,1
11635,4480.0,3444.0,0.0,0.0,8710.0,0,0,0,0,1,0,0,1
11636,2388.6,738.0,1044.5,0.0,6419.0,0,0,0,0,0,0,1,0
11637,4150.0,2499.0,0.0,0.0,2710.0,0,1,0,0,0,0,0,1
11640,3163.85,738.0,3451.59,3451.59,2733.0,0,0,0,0,1,0,0,1
11641,3043.0,2091.0,0.02,0.02,6810.0,0,0,0,0,0,0,1,0
11642,1740.5,738.0,329.35,0.0,3211.0,0,0,0,0,0,0,1,0
11643,7016.7,2829.0,823.91,0.0,4321.0,0,0,0,0,1,0,0,1
11644,1917.0,615.0,120.5,0.0,6810.0,0,0,0,0,1,0,0,1
11645,7948.3,3813.0,1246.31,1127.58,8690.0,0,0,0,0,0,0,1,1
11646,17280.0,12792.0,0.0,0.0,6820.0,0,0,0,0,1,0,0,1
11647,3420.05,1410.0,733.23,0.0,6512.0,0,1,0,0,0,0,0,0
11648,19748.15,6273.0,8846.81,0.0,4390.0,0,0,0,0,1,0,0,0
11649,6666.0,1476.0,4086.84,0.0,4322.0,0,0,0,0,1,0,0,0
11650,2995.2,1631.0,151.94,0.0,7210.0,0,0,0,0,1,0,0,1
11652,2679.0,1020.0,750.0,0.0,2652.0,0,1,0,0,0,0,0,0
11653,6800.0,738.0,5830.98,0.0,5275.093193332244,0,0,0,0,1,0,0,0
11654,4250.0,1476.0,933.12,0.0,5275.093193332244,0,0,0,0,1,0,0,1
11655,4605.9,867.0,779.54,0.0,7110.0,0,1,0,0,0,0,0,0
11658,33252.0,12792.0,16238.56,869.35,8730.0,0,0,0,0,1,0,0,1
11659,2085.0,861.0,341.18,0.0,4791.0,0,0,0,0,1,0,0,1
11660,4495.55,969.0,2027.49,0.0,7490.0,0,1,0,0,0,0,0,0
11661,6475.0,3570.0,0.0,0.0,3510.0,0,1,0,0,0,0,0,0
11664,5109.3,612.0,2845.84,0.0,4322.0,0,1,0,0,0,0,0,0
11665,2032.4,123.0,1346.65,0.0,2652.0,0,0,0,0,1,0,0,1
11666,17697.0,6396.0,11599.89,944.22,5275.093193332244,0,0,0,0,1,0,0,1
11667,10668.0,4551.0,1481.6,25.8,5275.093193332244,0,0,0,0,1,0,0,1
11668,4800.0,1722.0,1118.23,0.0,2790.0,0,0,0,0,1,0,0,1
11669,2296.5,984.0,193.28,0.0,6419.0,0,0,0,0,0,0,1,1
11670,8566.45,2337.0,2976.06,0.0,4321.0,0,0,0,0,1,0,0,1
11671,10015.0,1530.0,2366.95,0.0,4663.0,0,1,0,0,0,0,0,0
11672,7530.0,0.0,4608.06,0.0,8690.0,0,0,0,0,1,0,0,1
11673,11582.7,1836.0,5856.65,0.0,7110.0,0,1,0,0,0,0,0,0
11674,1084.0,738.0,62.14,0.0,8710.0,0,0,0,0,1,0,0,0
11675,1419.7,861.0,27.71,0.0,2652.0,0,0,0,0,0,0,1,0
11676,3389.75,1632.0,314.68,0.0,7110.0,0,1,0,0,0,0,0,1
11677,14775.0,10672.0,0.0,4030.0,6209.0,0,0,0,0,1,0,0,1
11679,5390.1,2214.0,438.73,79.78,6419.0,0,0,0,0,0,0,1,1
